module_id,course_id
p1VJppffhgiWRSnf77spMRrwlcnJWG8c, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
K1vngZJsmEvvRS7oSMtzacuzkCjGDakR, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
47yPH5zCo7LrWwtDeESA4CiwE2lIIUad, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
JGlvuUfdHcMgNoPo9DoxjOaHlcKeAKYq, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
MGihZImWbE6w40zBEAO3lQa8UHKE1df5, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ujdwg0ijKOlYv3A16zdBzoRmwdl8hnaV, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HTLXkj3mLKXBaUtn34eYG8aG56Jd86VH, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
YxCLDt6pXEMQHwgRlcWTKF6L39KFfw8W, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
8u4PaPNvjqjSf6yOaJyAUVsP6pgKduZI, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
77iZXfFhh76o85KInNUK6rv2jaaJAwQu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
cDDoHe9IaTBOf6O5pnlxVPWSWLYTmPF6, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
xzphq0KLgk0gjFot5WazPXzU0pqS9lkQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
BwzdIXu36vQBHVBs910X7zTCmtyxRo1Z, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5MApjd7ZoEAM8y6suqPywvvyWJBQwJqa, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
nuBUIBfqJAUwXz015YdCYF0ehVG0ai2j, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
BJ72mM6N8k4Sw6uQ0CStXq8GUuOhdnv0, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Nmmj1hWfzIuT4Jz60CRnIf42kpJlvCYE, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
yIrc1Kx6gATUc1TntXGsFCdxPoVAQ5ke, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
110KZff3MmNsiuekKBOmutVR4DYfw4VB, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
R5sk309ofT3YgvK23sAWDgHhSds15NNP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
UXdyULEoNziIYwkiwiKvo4tr6BBv0d4R, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
U0AoQ19GwH4IJTelIUpSGKsWrz3sI439, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
3tCdgdlbbE7NrUBbRWZ4zc5TbqyFf0Tn, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5E6Q0nKJAFsADiv5QRVihd5mvMXHe54u, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
uVX4q1jAF5ybEq4638AXWwkItP6fuEIw, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
BQwyoC91TNPuEBNf6gt9lHRXU5tx0ROC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fZ32UPUvph4rSNeqRailjvPHusIIVT0F, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IMvzDUMzGHk1X9gbBQh1rM42VBuUewSp, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Wrf9dppKhwGjplefC5GGJAkITp5tlkBv, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
xGqY2nBihCuZroKZB8i2L674QFWU7YK9, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
XryPIlR6WB08N0yx12Zyc47585StDMf9, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
TNDqqM0IqXNPMrYxMoURFoAcKxIqzPgu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
wq9HGmGdGoXFRgp4KQzo7WD8RSwwckZL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
TxXj9I2YFLn2Hj8u1JQs4SWkDj03ShkW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5pjnL9wgKcZ2fI8ezgs1H9W39CpjxWij, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
i7ZMFrfn2RmgiWvYvo6x34nC5grwiVNQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9amIcI4QtFFMu3p7lFnf03mdlPLnN4C1, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ClbOOMNGNUi9I4en3jEEcuXk21PKiAwI, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
DlNh6XOYtoaW8jXBzkwCaaCRIQhojvnK, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
1xc3bbHGup1IWMQHPWiqyMmjUIzj0a3c, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
fH7SczTyxqowFgH2Kcfc9nE4hwoElZ0h, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
1wZB5J60Cnyg6CuNcAoP95tVMzuHoVKF, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
r3fv5rVi1V2Pqsc5vNNsu72Ly3tTlRve, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
YMyhoOffHMcs4Hwrviwo3FhuGYkG0oTh, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
wp5USSh9AWeV8nw4Wk7I4Tvlx2SQLJci, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
AwIgkO1ErK85tloXD1AYIO5X7VigHfC5, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
IeOtICLticIkr0jFzp2AhwfreD4AYwiP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
YwpRsHvwZn5TRNWBDFiw7bNcol5QdCOw, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
VlAWsbebHxzlHIZZnQZe1M7nteLy8L3J, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
S0J3yBalja0j8xUyq70LaYTTyzWRsncU, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
NpdCrWffXBUyp9o1unuuJXhuRl9QCffQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Ur6nT6LEvu97KKLdHWP4Pr39KXW3vgay, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
9kgJcq1xKuGskpwnAA9wBTiQVy2BezUV, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
6mIGGr8UxmtVf9HHdye5jvTGTFGIB3gY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
i9Ljgyubq28NxYefMwRmTBj8BVoNBR5M, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
bFKig7U9KM1nYALPqwomjn0kSLqHQLbD, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
R6juIMETjbKkgQLHFqycV0IpgY8tiJfs, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
MQZcApsTY2oQbjUqyAQX7jNWENKU34VI, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
tWRCe8zPJGNd7G2qH7x5K9jWResxJzxf, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
d8NoHwcmrtmg6RC2Niqt0GJmkhYKpMBL, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
LUs5ibuzSy144ayGapnLHbQBMcqAAeBj, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
JW0vYCMWYwDVtegR48TbXYycbgzYfuPu, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
5gfPqvNu5c3fUoO5GsEsQNIy395XgszO, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
aifkOeC4slG9VREeJqwyVeLriGIqAUjY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
dP12mcwvdfBbUfdHhu2r3cXGalXVWdAE, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
SseIsJARgYj0lF7VfESVeUlvpOur2Bav, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
hXro2FRvtW5j3e8NIlxnt0KqOpVhYZN3, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
GXMl9hAJc7mN2D7iAJRbYAHkRsHPtFGC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
TJ2PM3vxF1tWOwCeCaGRWmXhRSJ2DpeR, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
vLMoGNUO2M8uGimpqaBQowWYWCpXCeG8, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
qDPxGTszlxaKXK7XAA1ib4Vd6X6i5e5P, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0CFbaO3FzpZIRs8VwzscobdCFEMcUOiM, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0Udvd0Ezus6AFXWcrWuLOvnUgfqVsuVQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
HElGYBEVde6aSSc5er5WZMkzAdiQ5rl6, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ehLxBxQUzqxrITqVWTJ1qHGlMP3srKO9, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
MmXDWqZ0632YWcPOtg0D13XoqYgEBGoW, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
BwZJZMzKY0SXGTRUyzAqro6RQqi56PzR, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
SobnzbsVlBRvlbzdrdvR82KTutciXdMn, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
I8M3HcyUuEYnJ6JcMYjM5wa6m77ljUm0, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
wCwGorMD8c2alydefzjqIIJS8DoVoZ9Z, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
ok6fHyhtwqCQyXOWhdYwyGM8aO7sZrqb, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
b2YnCVqFgvZnnPkSrIRDvKpI6pRoyexB, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
XDmwKxPloR4qZ5ITHKKEbPotcFk4GLsG, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
iqFfcCmY8YZBBoKbxcnwZXJaS7UuvOLE, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
wpsagYNi4XOOkSz8Hp83dGZOJX7pZv0q, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
EJcTykn9LulFZnEcHa3HpMTU4zYyjoFY, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
hp5HYR4W5bK1ndZVkI2s0eYEHhEOEq7H, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
g0dIeHsE4KAC9x2VsXM0tqk8UNPRWBNN, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
0l9tHA8v993AcgkilRROfTzAlNVcCFoC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
sL54UWoVSMAreBFqgstxBAlsJXBM8SUj, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
umoFVpVaV5PKOIwvRQxSgJ4srqjdAAYR, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
FO8ZAgUSkvnHr15eskZPqhHnm12KmTAn, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
AwhL2qgKNwIxjLHjQBU5Q850WAuiEzMP, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
m17RmBl2iS0VcqJmYPNFnC7BL8UjZgn5, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
pfpjzXJf1FqwKFEPIohtlv8MI1NbuRMC, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
pMqAGYXq2ZNo1z2NbagYPloo108SpQRg, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
Bs9GKuEPYDXouJDrx5KXYGfKsCQW6XBy, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
p3MEEgDsUPyxSabG6P8LwIUqpZ8bN69s, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
yh4ASv160yijcsyQ6Tcan0dfBARm5MWx, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
cvgRSzTHT7KsZ8GaAbozcs4ZEau1KxJQ, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
RgqHaX1ADVcSxMocMrDHamtS9Up0JcRA, SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw
