index,id_curso,usuarios,curso,interacciones_curso
43,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ng6pKLw29iNUAUVipg5eDAuNIWs8HjZH,KcDFy62vlFh27mN2ME5eiMgazkv7xiEG,229
44,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,J1oRHoSJOInehnrxVdh32dK7QnDuCJWo,UraoPNrUkUdvdI9cOisWa6B3INuWc5nh,79
45,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jZn0klM9Bk084k9gvux7E5DK1oO1FwuJ,LKP6B9nmDTP5J9AGmOu0PYFNLekZuIog,231
46,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,olb8JJE3JH3t470duspGvJVPaI3VhxAV,tOGjSHli2ImPvVqDbSapJlWtBpjgNBLW,291
47,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,lZHURZFwFLamXhQUkI9XRx59K6BW6H3O,HjPDwgKKGYJjuI5a0HCFAL0DtHUem9bW,325
48,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Iy4fBLaa3xsWUPPZMj2gyn2I4d6V8xZn,QKzz8VLawuczTGaSEu6LvZz4qXCg8S4S,561
49,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,mSvACNqtnyVszlO8FVHv7Eooehgz0YXK,kUachFA7EtkMbvCoDQcleBmupD8yWMKY,1
50,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,K4dJPTvUBeOjhny7K2XNlybqij95W1yF,0n2LW74cyWQJCfxKOcgdw0ZNFagwsNvD,58
51,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,21Rlji7FpcAaXHEbcI1vwwwes6aWu1wD,fHwJClISHfL4gMKnvBD5LcXZoxnSVA0E,147
52,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,utm1DwjvOvhx0O7TM2p6zspWE57Uh0vM,u69delSGVXkJr7EpSNUlZSjYQW9UlBLw,86
53,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6rY5gqjppQzPtOIlGOty1LtzqGK2wvGe,FmWkl6g4clFpBqNPRarrs0P06kuUXS6k,1331
54,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,WhRteuCWesuA83hGdKEVK0Gmm6qSlyiu,RLtRWPQ0juZT22o7YxpXnfcmmHO9fjOt,37
55,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,dV1XqVzF7IGavO4yazGYWWpSwseMGR81,t0cG5OGFGrthleIboP6b3CYAAgYhPMsL,251
56,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,KXi2lu4GlKmrO1lJTLg3t4l701rvNXNZ,jpPeTFg19J8jIVJcVUz3iFS42jlajWrP,253
57,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,OdKa6Lpj5ulcivYCSKGfUE6lp1TAvfp9,cQ7NMjwpHVOxkV59F19v5egaKkO3umSP,1
58,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,E7Frt6tr6owhsgLSRkD2PqDaTSKmNLId,odDUXQbmYQGcdApIJQrK58kiwHmgSuNq,327
59,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Z1BvcrHFnz5lnLSAy2ZEcjcmCxIRFxqE,bpVybKJgXz9Xwnje17xCbN7lzvqfkwdm,473
60,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,cR73GzyHh0OoMC4Dpa5mL1727NTlDue7,9DDxT0ccS55DMrCaBNi73Cc9DQS53sO9,26
61,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,cWJEa21luHAXTQsSfZfHYGAv2c7trrsw,ctBNT9ffJhhO0SYXO2S7iSWO8JK9m1FH,145
62,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0K6JPqiivQzicxY4EV4nqMLCL3a08A97,OvcS09wkqw9gUFblYMiYfhnf4dll2LUT,35
63,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Kr06RpLFIZX8jjsvbrPgQie93Bb2lOp3,y1TrlFIDtsyx8IydLVyuNcWgfPegxj2H,49
64,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,CJ64fiZKt9pOk5ZXFVWf4fg8xondAXr3,IfJUhJXO26vuZH1GQM2G1tX4euMi6dfz,470
65,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fHEcWln3a2mF8YT5C7MBT2amDZFG7e3O,bY7CWrpNV7Z0RnytOGVKqWcKp7rlWVd0,251
66,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kSz7SjDszFxZ22xh6dMQDGORUYhPcONc,rfFfkNfBPHVKCQQaRawYExVGldYDQ4kW,219
67,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jaHWKFBvrvFfPb0Pq50zaMZ2xpeRooXu,jKmTCtJ0NyBxQoxggAd6yH2udfg02414,433
68,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,C6OkpqYGxZDK55uJrTXLk64MO2W2kN6e,CdsLvjDoDMluqkLjeptTlnbUK458nYuC,1897
69,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JNo2rLqKe6aBGDwGzu8tXd13uOC5tEnq,jo12XEFnWMcM4KTTBdsnuFYsY5lY1Hmb,174
70,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,KJqk2mqO9zObiBFKUIX8SZwFqMDmmXHT,gPDs0OUW8kYalh0ttSJtxBVXxmS9uTUM,208
71,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,YE1rovPZph43LumR0tvbOJ2qHlGYgJD3,pzimOvvbvKZxl4x9qH9idF5gyi72SMdY,301
72,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kyQQjlYWWdoNi3cnbnngrg8hon4DRWDO,M25IjDTBodCrQIkZ44ToBAvgnQcEKPyu,155
73,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,esS7vj7QAiZOORE9uU2mTbjjZ6ubRlLc,gaA9uHF7NMyNcpyY6kWI9ExrKK4hSd5I,95
74,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Shy9JfZYChkNPZbUd2phv97hBmkBol7O,fHt03XuhxlOAJmWoy2LTzMfrT5zxoZnr,5
75,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,orGuNlgWXoX4ATfBzy38FyUFPSfuKWGu,cIY1Azz4wrsIwct9G7zEfuWuteUpaant,14
76,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,K8pRMkkOIhRAvkq9zGJ8oejLf8KpcTcZ,wDmH9Bm2zhRNrOGAsNdbKJ2yEaLvHLxY,161
77,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kSdujG9IBpbpdATQfTVZWfaPQYbq8VsQ,oGFCgcf6ikjsy1UVNW7BsZ7PD5mQJrxu,107
78,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,QiYah6MaRTZX43IYRVARS0cRIO6IdBSv,lOQ2OwluctQRKaIYHWjeho4ouJa0HJWE,320
79,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,RfyK0Tm3WTR8rqmbFCNfh40gdMMylakA,9ANqp4blKjY2s4EEqC3DVQ67p2FeKQb7,707
80,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Q5TmTVdy8nnH2vTL73s67ZseaCMO3k91,iuxWAS2mk64zghch7opKbIlk4vAQtd4N,39
81,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,n51reZ5FTJkHLnQwBqURrmxGDzwEsEjy,KDWHbWXC8iDivvabsaiWf7nWO4GuaokK,337
82,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,stvT2CsolCn3U3jDyapEM27xMS89tgmM,fAVJTg1L91tFTCIoufb0Mvgi3EnYB2kW,260
83,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BgWUkLowKG2xEyapznJ6d26papyyKqEi,IKJlGPIiZTVbSgiVoJzTaaLVqgYLhRRL,2
84,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,CB4JYroUtmiKv572P6g4vrvJCi6Pzr9h,lCZiPqPCZxyHlCLVAh8aNPrxFYSzQjbP,394
85,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,k2JSp3bkSnFCXfzGP6sNaxUIyLpM06TA,HyKMLYJbuSEKJWJ4VkX7Vafsml26Ymek,282
86,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jKA4hKBuSbzISvvoIFptgIwJ3giGVbP4,Vp4YxBgRdLkaIh2LXY8jtHpV7e6FCsrl,1513
87,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Xzp28PH417Pe4zt3nn6Hma7PNyk5i7n4,IUe3Nux31oiRn8TiuiVzIBaGJ66SHdFT,43
88,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,vOozpZBIkUfFRn2kOnlBmTcG6g8L7czm,dPWhq3Qkd7UQ3LZAgFW91wyA5H8ANblU,53
89,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,kMN5uYNaj23K9PVTrdyiL9iDB1lCye57,EK322Z4Ube1TlUQkuOLwa2qjNGjCVpDU,307
90,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,PT6UXcwKy3wc3VzHkqI3gbGZ6DxtjZzB,jRNmkdQ2SCJbwaNg2zFr4pktDPzVNRxo,219
91,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ukHBMqZsKu2uY0T2zKnGPdxkaqtoTC6x,SsyWkakE0YByxhcYN1mb0vdm3XVrtbgv,28
92,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,stvT2CsolCn3U3jDyapEM27xMS89tgmM,HNyNvjMVOr0dxedt4R4qxwmn1ANvUcmH,124
93,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,LKw0tUrGkcBUm2fRvkof0usWYFoFxemx,7RZrTi6YG2ffOm9OB1cAX6yJdRevcMlQ,561
94,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,uVLDmOPghHhT60oyUL1Zn5iKNTcxsxkk,OKyPDnKAJmSjta1LmP98P8G2OlxZKPGq,195
95,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,jWgeQ7calOYQcs5lv7T9mWy3KUSp4lwk,ACBqKkRlIfuMbkNVGaxVBLka7Xn6X3aP,257
96,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5XYE69c4LfrQC3Fl5tLUTFFm57TLZIpn,BdUxefYtQiLxKQpCvQwwFYsGAyqfopfj,156
97,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,FX39OUMp2fc5cOhN2hgQkfpLfm3Fwtwz,GWwkSmF7xs2GCnQ2L4v5f9n9jAQEapKZ,7
98,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,vgVuH2n1HbIjn90AvFJXhVQMMzkI4NGS,R9H54yQ0oUN1TQFQ5hRMjGkUOtB8Bxpk,378
99,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,tv0ClTzvkqvjguhBPuLUGH4NenzFrEiQ,TvLX2259DE6DJJG4QUZHccz7A4vlprNB,362
100,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,Ho7uEM7HH6jDYnlCa28KU8YhZ8xXjH83,fEaL8hSXdmePaloPZOM3OtPqNwhmd8yV,171
101,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,gMUrEmEiUIqXJduNf3BaCsWsezGwWuvE,JRFysd6LF6xnnHVayy74gGD1vVAOf7oH,318
102,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,u4a9xsMW9UMqx1X32x8LQI0FlTLRy0KL,1L8UBM37OEUxe4wUAGcuyNAeZOklbOvQ,419
103,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7yFvmsmn9ONFLvVe0ZC5TM9YfzEzN7Z9,IyrcwaXm6OxqMeRNjfSC4Pd08qCcxoKb,498
104,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JiqKlv9JVSAYqCd7z8LQTdQ7V7FEaGiR,6dVgdX4lXG5RVHvB4xfTJfunxwPeenGX,39
105,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BkozGGotFoRWvs7kivTQvwwV5JZ8hddc,6trTrDHUpR9mHgLWzCAIO7MiqSt6gOzs,133
106,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JERgMmFADxaPxEUdcYHhaMN4ZwNAyErv,kTmbRTEwhrfy2l8YIlaU70vx8ipgN8FO,377
107,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,LFLcxwCrNiuinAjspGRRRup0s9DizBlW,9HhanEKE3nfB5s4LagUKKW2OP53P3u6k,225
108,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BkozGGotFoRWvs7kivTQvwwV5JZ8hddc,syjLqEfLFmwFdU0T6wwH9HKQv1mYPf4q,321
109,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,DCi269xliFApyw44YxSzPyj5Pgt2M5tq,OPwucAwWb9GUVOG3xZPVIe8nYb3j6PTD,193
110,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,FqpHboRtkoRUU1zthejYjWhzRy5S6p7b,la04MCD9HxfOFYBVfa4BjtzmIW6jM1Ik,534
111,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,LmENAtavcDqxVrPN7j8xNGTLxeQMLi2E,X2rMpSy9lvzEePcRPUXZRrFexnkU1Cmt,463
112,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BxR5XM6DXnDlyXChlQFtgsFNvTkRDfGo,nJiq11cY4D92xzw7dWOYDtY4aHWyUECT,86
113,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,hJnggOxmMerwVaImXs6zdyICvPfbE0Mu,Y7lnTNGcpc3zClpNsgSA4OFv0crKWkIs,142
114,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,eakdJaYNzY2KmT602U8CscAjNHHpGkgl,iobkSlnkHFHMfGsQfOMsKDndiFEC5BA2,144
115,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,hYuJkTfO299GTgsGZVjGUrwFLmSHWt1h,w2rvYXi0ibCfdAgWFKsHCixlncGmxSjU,255
116,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,YE1rovPZph43LumR0tvbOJ2qHlGYgJD3,5NQB7kx2I3gnApvucFlend3U8PpeRO3I,1015
117,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,hCxbmPBmjgsEuMY36HnZH4x3BwWFnCUn,aPX7zs9ZHQAKIOOZuctOByNugI7nVmHK,218
118,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,tp9GLoYyljDV6mILQxrtrv1Iw4qcPl5Z,dSSUM9U4dfS9p0zy8GkhLT28jWrogoUt,81
119,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,BTWrAWjg41jpM1wlPsS1mmQbZAFIvx2o,IbfNSsf1r5I5uzwijujWen3nbuAoiDYR,41
120,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5c4hvAeAP4j0yjgcIlRcN5COkgiaReGB,nQZ5JRSJDlJ0XmlkYykP7iWt748Hp5uQ,165
121,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,fk6M5zvAixRAZUfu4EQXWRUqbHXJ8ozI,8z724RQsocJ9SeLYvsFHpQT3g3oGHtl4,9
122,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,OEQBiRbbo3yEBzKSHcNX9ESBTSUy08ze,lEclrvAiMw6bZux1hsGJB4DpFB4GpfoX,1086
123,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,tp9GLoYyljDV6mILQxrtrv1Iw4qcPl5Z,p1VJppffhgiWRSnf77spMRrwlcnJWG8c,160
124,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,DQc7biTrxhx8iOotQIWsbdOkps5WbE4n,K1vngZJsmEvvRS7oSMtzacuzkCjGDakR,2711
125,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,odZ6aNQM5jmHR6equy1UbQNECagCG30H,47yPH5zCo7LrWwtDeESA4CiwE2lIIUad,202
126,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,ovHCQYr9AN11wjsMSXgrrfZYjnsLRPlt,JGlvuUfdHcMgNoPo9DoxjOaHlcKeAKYq,81
127,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,wtEL0kyjtEckFthBijmosgZf7NLu9YGI,MGihZImWbE6w40zBEAO3lQa8UHKE1df5,2
128,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,JQmkAJXz6EeeZ5Z81NC9zdrN1q26ayVV,ujdwg0ijKOlYv3A16zdBzoRmwdl8hnaV,1
129,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,zlC9nEdRrqLSPX386Mctiz9fIdlU29GI,HTLXkj3mLKXBaUtn34eYG8aG56Jd86VH,295
130,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,wCKxyDpTEsiI3UuDi33CaUGYhXjKnrBv,YxCLDt6pXEMQHwgRlcWTKF6L39KFfw8W,1875
131,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,088SASUPOVYUGhoEly8vlrkGvRBJoNwp,8u4PaPNvjqjSf6yOaJyAUVsP6pgKduZI,2
132,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0XSMtliXiWzvML1r2AHrvvzWxbczqfFP,77iZXfFhh76o85KInNUK6rv2jaaJAwQu,296
133,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,dVrI78sxgoYT3MlSxP5MO5PAghA22IR5,cDDoHe9IaTBOf6O5pnlxVPWSWLYTmPF6,732
134,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1h4cVFonLTW8vs6Jg6kDELHITwYJukUb,xzphq0KLgk0gjFot5WazPXzU0pqS9lkQ,206
135,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,iYWLR7w0j5yEEe1bCu5IYYyXjnXbv448,BwzdIXu36vQBHVBs910X7zTCmtyxRo1Z,165
136,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,sCWjaCdQgPG4luWVibBOMct2SemKMEsA,5MApjd7ZoEAM8y6suqPywvvyWJBQwJqa,175
137,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,EfoxsYvaiqTPtWZL7NNMHTBPpoZQt5UK,nuBUIBfqJAUwXz015YdCYF0ehVG0ai2j,637
138,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,O2P3OL1YuWbYShJfJIUxOipsTSIZNEDh,BJ72mM6N8k4Sw6uQ0CStXq8GUuOhdnv0,117
139,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,r8G4GCfhocWzeMWoztywtMUJfWkJOPBP,Nmmj1hWfzIuT4Jz60CRnIf42kpJlvCYE,275
140,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6oNhI3z3lPtYcSpGC1lnWpyyeDMBUOtK,yIrc1Kx6gATUc1TntXGsFCdxPoVAQ5ke,255
141,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4t04nGBWJYjsJg1IcTVV8kb0EGtqSYaO,110KZff3MmNsiuekKBOmutVR4DYfw4VB,415
142,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,UGUZBbcfHMx1kPtvkqokwFg3LouF2wFe,R5sk309ofT3YgvK23sAWDgHhSds15NNP,101
